timestamp,container,cpu_usage,memory_usage,latency_seconds,cpu_norm,mem_norm,latency_norm,cpu_prob,mem_prob,latency_prob,overall_prob,health_score,health_percent,health_status
2025-10-01 00:00:00,Web3,0.172210371095478,881.2510210967054,1.4292816977324092,0.8276987146815851,0.1174363952316052,0.2850445097568268,0.331079485872634,0.03523091856948156,0.08551335292704805,0.45182375736916364,0.45182375736916364,45.18237573691636,Better
2025-10-01 00:01:00,Web1,0.5720602506132292,825.332860105859,0.4064383970391657,0.4276377442704312,0.17343784380261928,0.7966913283296029,0.1710550977081725,0.05203135314078578,0.23900739849888086,0.46209384934783915,0.46209384934783915,46.20938493478391,Better
2025-10-01 00:02:00,Web3,0.4693571442906954,811.0273926763552,1.781527855245987,0.5303950701678088,0.18776461858101046,0.10884388770244458,0.21215802806712356,0.056329385574303135,0.032653166310733374,0.3011405799521601,0.3011405799521601,30.114057995216008,Overloaded
2025-10-01 00:03:00,Web3,0.9841407552177458,374.2112251882367,0.5819450969665036,0.015339691915304376,0.6252314040601996,0.7088993424064727,0.006135876766121751,0.1875694212180599,0.2126698027219418,0.4063751007061235,0.4063751007061235,40.63751007061235,Better
2025-10-01 00:04:00,Web1,0.20083501195124712,172.82735474612696,0.7418941156347443,0.7990589621518576,0.8269152266995334,0.6288896219732678,0.31962358486074305,0.24807456800986002,0.18866688659198033,0.7563650394625834,0.7563650394625834,75.63650394625834,Good
2025-10-01 00:05:00,Web1,0.4580700391411675,462.6821608886453,0.12560298463989608,0.5416881340664375,0.5366286948890778,0.937170857500174,0.216675253626575,0.16098860846672333,0.2811512572500522,0.6588151193433505,0.6588151193433505,65.88151193433505,Better
2025-10-01 00:06:00,Web3,0.9725233899478319,256.1720634878578,0.23190930251934003,0.026963190287013328,0.7434463797710689,0.8839942963393986,0.010785276114805332,0.22303391393132066,0.26519828890181957,0.49901747894794557,0.49901747894794557,49.90174789479455,Better
2025-10-01 00:07:00,Web2,0.8789564133045822,725.4559800122155,1.036565186397533,0.12057956331051567,0.2734634860070029,0.481489217845842,0.04823182532420627,0.08203904580210086,0.1444467653537526,0.27471763648005976,0.27471763648005976,27.471763648005975,Overloaded
2025-10-01 00:08:00,Web3,0.8353648638543519,411.489753884007,0.5425094266886633,0.16419412584537996,0.5878973506763446,0.728625858894645,0.06567765033815198,0.1763692052029034,0.2185877576683935,0.4606346132094489,0.4606346132094489,46.06346132094489,Better
2025-10-01 00:09:00,Web3,0.33211254434044585,978.0491807739234,1.6726056492269668,0.6677121250235174,0.02049405905892765,0.16332896879334946,0.26708485000940696,0.0061482177176782945,0.048998690638004834,0.3222317583650901,0.3222317583650901,32.22317583650901,Overloaded
