timestamp,cpu_usage,memory_usage,latency_seconds,cpu_norm,mem_norm,latency_norm,cpu_prob,mem_prob,latency_prob,overall_prob
2026-04-20 12:00:00,0.5166484305189059,4678927,0.0034066962416613705,0.5166484305189059,0.977238896761736,0.926914631240167,0.48335156948109415,0.02276110323826397,0.07308536875983296,0.19306601382639701
2026-04-20 12:00:05,0.5887466345547341,4106913,0.0017253917328935962,0.5887466345547341,0.857768272344585,0.46945507564829486,0.4112533654452659,0.14223172765541503,0.5305449243517051,0.36134333915079536
2026-04-20 12:00:10,0.2,4453195,0.0017653228481118047,0.2,0.9300925979107773,0.48031977631777517,0.8,0.06990740208922275,0.5196802236822249,0.4631958752571492
2026-04-20 12:00:15,0.9280541616809977,4287077,0.0027839430266965734,0.9280541616809977,0.8953972562112239,0.7574721492414737,0.07194583831900225,0.1046027437887761,0.24252785075852634,0.13969214428876822
2026-04-20 12:00:20,0.24131288296102732,4636379,0.0008815993136367067,0.24131288296102732,0.9683523378178974,0.23987090269681277,0.7586871170389726,0.031647662182102576,0.7601290973031872,0.5168212921747541
2026-04-20 12:00:25,0.43165052686875915,4299743,0.0027351298553071205,0.43165052686875915,0.8980426721081559,0.7441907647127337,0.5683494731312408,0.10195732789184409,0.2558092352872663,0.30870534543678374
2026-04-20 12:00:30,0.7005762834316085,4512807,0.002337510272807963,0.7005762834316085,0.9425431373429506,0.6360040105845354,0.2994237165683915,0.05745686265704941,0.3639959894154646,0.24029218954696852
2026-04-20 12:00:35,0.35094238267855365,4558064,0.0030286879130024796,0.35094238267855365,0.9519954969866778,0.8240638263225867,0.6490576173214464,0.04800450301332215,0.17593617367741332,0.290999431337394
2026-04-20 12:00:40,0.38840955622753215,4642057,0.001103242408814713,0.38840955622753215,0.9695382427178484,0.3001769039544008,0.6115904437724679,0.030461757282151614,0.6998230960455992,0.44729176570007284
2026-04-20 12:00:45,0.4181984770146301,4517116,0.0007425129841018843,0.4181984770146301,0.9434431134285246,0.2020274483040471,0.5818015229853699,0.056556886571475395,0.7979725516959529,0.478776987084266
2026-04-20 12:00:50,0.7102908089092849,4347930,0.0019082172103378906,0.7102908089092849,0.9081069904269194,0.5191993434037147,0.28970919109071513,0.09189300957308055,0.48080065659628535,0.28746761908669366
2026-04-20 12:00:55,0.95,4505137,0.002155241721585261,0.95,0.9409411840878212,0.586411274702431,0.050000000000000044,0.059058815912178764,0.41358872529756896,0.1742158470699159
