timestamp,cpu_usage,memory_usage,latency_seconds,cpu_norm,mem_norm,latency_norm,cpu_prob,mem_prob,latency_prob,overall_prob
2025-10-19 06:14:50,0.1,8192,0.0005,0.33333333333333337,0.0625,0.05,33.333333333333336,6.25,5.0,44.583333333333336
2025-10-19 06:14:55,0.1,8192,0.001,0.33333333333333337,0.0625,0.1,33.333333333333336,6.25,10.0,49.583333333333336
2025-10-19 06:15:00,0.1,8192,0.002,0.33333333333333337,0.0625,0.2,33.333333333333336,6.25,20.0,59.583333333333336
2025-10-19 06:15:05,0.1,8192,0.005,0.33333333333333337,0.0625,0.5,33.333333333333336,6.25,50.0,89.58333333333334
2025-10-19 06:15:10,0.1,8192,0.01,0.33333333333333337,0.0625,1.0,33.333333333333336,6.25,100.0,139.58333333333334
2025-10-19 06:15:15,0.1,16384,0.0005,0.33333333333333337,0.125,0.05,33.333333333333336,12.5,5.0,50.833333333333336
2025-10-19 06:15:20,0.1,16384,0.001,0.33333333333333337,0.125,0.1,33.333333333333336,12.5,10.0,55.833333333333336
2025-10-19 06:15:25,0.1,16384,0.002,0.33333333333333337,0.125,0.2,33.333333333333336,12.5,20.0,65.83333333333334
2025-10-19 06:15:30,0.1,16384,0.005,0.33333333333333337,0.125,0.5,33.333333333333336,12.5,50.0,95.83333333333334
2025-10-19 06:15:35,0.1,16384,0.01,0.33333333333333337,0.125,1.0,33.333333333333336,12.5,100.0,145.83333333333334
2025-10-19 06:15:40,0.1,32768,0.0005,0.33333333333333337,0.25,0.05,33.333333333333336,25.0,5.0,63.333333333333336
2025-10-19 06:15:45,0.1,32768,0.001,0.33333333333333337,0.25,0.1,33.333333333333336,25.0,10.0,68.33333333333334
2025-10-19 06:15:50,0.1,32768,0.002,0.33333333333333337,0.25,0.2,33.333333333333336,25.0,20.0,78.33333333333334
2025-10-19 06:15:55,0.1,32768,0.005,0.33333333333333337,0.25,0.5,33.333333333333336,25.0,50.0,108.33333333333334
